66033 silly lifecycle boom@2.10.1~preinstall: no script for preinstall, continuing
70806 verbose linkBins babel-plugin-transform-es2015-modules-amd@6.18.0
70807 verbose linkMans babel-plugin-transform-es2015-modules-amd@6.18.0
70808 silly build babel-plugin-transform-es2015-modules-systemjs@6.19.0
70809 info linkStuff babel-plugin-transform-es2015-modules-systemjs@6.19.0
70810 silly linkStuff babel-plugin-transform-es2015-modules-systemjs@6.19.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70811 verbose linkBins babel-plugin-transform-es2015-modules-systemjs@6.19.0
70812 verbose linkMans babel-plugin-transform-es2015-modules-systemjs@6.19.0
70813 silly build babel-plugin-transform-es2015-modules-umd@6.18.0
70814 info linkStuff babel-plugin-transform-es2015-modules-umd@6.18.0
70815 silly linkStuff babel-plugin-transform-es2015-modules-umd@6.18.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70816 verbose linkBins babel-plugin-transform-es2015-modules-umd@6.18.0
70817 verbose linkMans babel-plugin-transform-es2015-modules-umd@6.18.0
70818 silly build babel-plugin-transform-es2015-parameters@6.18.0
70819 info linkStuff babel-plugin-transform-es2015-parameters@6.18.0
70820 silly linkStuff babel-plugin-transform-es2015-parameters@6.18.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70821 verbose linkBins babel-plugin-transform-es2015-parameters@6.18.0
70822 verbose linkMans babel-plugin-transform-es2015-parameters@6.18.0
70823 silly build topo@2.0.2
70824 info linkStuff topo@2.0.2
70825 silly linkStuff topo@2.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70826 verbose linkBins topo@2.0.2
70827 verbose linkMans topo@2.0.2
70828 silly build joi@9.0.0-0
70829 info linkStuff joi@9.0.0-0
70830 silly linkStuff joi@9.0.0-0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70831 verbose linkBins joi@9.0.0-0
70832 verbose linkMans joi@9.0.0-0
70833 silly build touch@1.0.0
70834 info linkStuff touch@1.0.0
70835 silly linkStuff touch@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70836 verbose linkBins touch@1.0.0
70837 verbose linkBins [ { touch: './bin/touch.js' },
70837 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
70837 verbose linkBins   false ]
70838 verbose linkMans touch@1.0.0
70839 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/touch is being purged
70840 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/touch
70841 silly build tty-browserify@0.0.0
70842 info linkStuff tty-browserify@0.0.0
70843 silly linkStuff tty-browserify@0.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70844 verbose linkBins tty-browserify@0.0.0
70845 verbose linkMans tty-browserify@0.0.0
70846 silly build tween-functions@1.2.0
70847 info linkStuff tween-functions@1.2.0
70848 silly linkStuff tween-functions@1.2.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70849 verbose linkBins tween-functions@1.2.0
70850 verbose linkMans tween-functions@1.2.0
70851 silly build kw-react-tween-state@0.1.5
70852 info linkStuff kw-react-tween-state@0.1.5
70853 silly linkStuff kw-react-tween-state@0.1.5 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70854 verbose linkBins kw-react-tween-state@0.1.5
70855 verbose linkMans kw-react-tween-state@0.1.5
70856 silly build type-is@1.6.14
70857 info linkStuff type-is@1.6.14
70858 silly linkStuff type-is@1.6.14 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70859 verbose linkBins type-is@1.6.14
70860 verbose linkMans type-is@1.6.14
70861 silly build typedarray@0.0.6
70862 info linkStuff typedarray@0.0.6
70863 silly linkStuff typedarray@0.0.6 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70864 verbose linkBins typedarray@0.0.6
70865 verbose linkMans typedarray@0.0.6
70866 silly build ua-parser-js@0.7.12
70867 info linkStuff ua-parser-js@0.7.12
70868 silly linkStuff ua-parser-js@0.7.12 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70869 verbose linkBins ua-parser-js@0.7.12
70870 verbose linkMans ua-parser-js@0.7.12
70871 silly build async@0.2.10
70872 info linkStuff async@0.2.10
70873 silly linkStuff async@0.2.10 has /Users/dailenspencer/Projects/Herena/node_modules/uglify-js/node_modules as its parent node_modules
70874 verbose linkBins async@0.2.10
70875 verbose linkMans async@0.2.10
70876 silly build uglify-to-browserify@1.0.2
70877 info linkStuff uglify-to-browserify@1.0.2
70878 silly linkStuff uglify-to-browserify@1.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70879 verbose linkBins uglify-to-browserify@1.0.2
70880 verbose linkMans uglify-to-browserify@1.0.2
70881 silly build undefsafe@0.0.3
70882 info linkStuff undefsafe@0.0.3
70883 silly linkStuff undefsafe@0.0.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70884 verbose linkBins undefsafe@0.0.3
70885 verbose linkMans undefsafe@0.0.3
70886 silly build uniq@1.0.1
70887 info linkStuff uniq@1.0.1
70888 silly linkStuff uniq@1.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70889 verbose linkBins uniq@1.0.1
70890 verbose linkMans uniq@1.0.1
70891 silly build postcss-selector-parser@2.2.2
70892 info linkStuff postcss-selector-parser@2.2.2
70893 silly linkStuff postcss-selector-parser@2.2.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70894 verbose linkBins postcss-selector-parser@2.2.2
70895 verbose linkMans postcss-selector-parser@2.2.2
70896 silly build postcss-minify-selectors@2.0.7
70897 info linkStuff postcss-minify-selectors@2.0.7
70898 silly linkStuff postcss-minify-selectors@2.0.7 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70899 verbose linkBins postcss-minify-selectors@2.0.7
70900 verbose linkMans postcss-minify-selectors@2.0.7
70901 silly build uniqid@4.1.0
70902 info linkStuff uniqid@4.1.0
70903 silly linkStuff uniqid@4.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70904 verbose linkBins uniqid@4.1.0
70905 verbose linkMans uniqid@4.1.0
70906 silly build postcss-filter-plugins@2.0.2
70907 info linkStuff postcss-filter-plugins@2.0.2
70908 silly linkStuff postcss-filter-plugins@2.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70909 verbose linkBins postcss-filter-plugins@2.0.2
70910 verbose linkMans postcss-filter-plugins@2.0.2
70911 silly build uniqs@2.0.0
70912 info linkStuff uniqs@2.0.0
70913 silly linkStuff uniqs@2.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70914 verbose linkBins uniqs@2.0.0
70915 verbose linkMans uniqs@2.0.0
70916 silly build postcss-discard-unused@2.2.3
70917 info linkStuff postcss-discard-unused@2.2.3
70918 silly linkStuff postcss-discard-unused@2.2.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70919 verbose linkBins postcss-discard-unused@2.2.3
70920 verbose linkMans postcss-discard-unused@2.2.3
70921 silly build postcss-minify-params@1.0.5
70922 info linkStuff postcss-minify-params@1.0.5
70923 silly linkStuff postcss-minify-params@1.0.5 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70924 verbose linkBins postcss-minify-params@1.0.5
70925 verbose linkMans postcss-minify-params@1.0.5
70926 silly build postcss-unique-selectors@2.0.2
70927 info linkStuff postcss-unique-selectors@2.0.2
70928 silly linkStuff postcss-unique-selectors@2.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70929 verbose linkBins postcss-unique-selectors@2.0.2
70930 verbose linkMans postcss-unique-selectors@2.0.2
70931 silly build postcss-zindex@2.2.0
70932 info linkStuff postcss-zindex@2.2.0
70933 silly linkStuff postcss-zindex@2.2.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70934 verbose linkBins postcss-zindex@2.2.0
70935 verbose linkMans postcss-zindex@2.2.0
70936 silly build unpipe@1.0.0
70937 info linkStuff unpipe@1.0.0
70938 silly linkStuff unpipe@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70939 verbose linkBins unpipe@1.0.0
70940 verbose linkMans unpipe@1.0.0
70941 silly build finalhandler@0.5.0
70942 info linkStuff finalhandler@0.5.0
70943 silly linkStuff finalhandler@0.5.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70944 verbose linkBins finalhandler@0.5.0
70945 verbose linkMans finalhandler@0.5.0
70946 silly build raw-body@2.1.7
70947 info linkStuff raw-body@2.1.7
70948 silly linkStuff raw-body@2.1.7 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70949 verbose linkBins raw-body@2.1.7
70950 verbose linkMans raw-body@2.1.7
70951 silly build punycode@1.3.2
70952 info linkStuff punycode@1.3.2
70953 silly linkStuff punycode@1.3.2 has /Users/dailenspencer/Projects/Herena/node_modules/url/node_modules as its parent node_modules
70954 verbose linkBins punycode@1.3.2
70955 verbose linkMans punycode@1.3.2
70956 silly build url@0.10.3
70957 info linkStuff url@0.10.3
70958 silly linkStuff url@0.10.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70959 verbose linkBins url@0.10.3
70960 verbose linkMans url@0.10.3
70961 silly build user-home@1.1.1
70962 info linkStuff user-home@1.1.1
70963 silly linkStuff user-home@1.1.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70964 verbose linkBins user-home@1.1.1
70965 verbose linkBins [ { 'user-home': 'cli.js' },
70965 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
70965 verbose linkBins   false ]
70966 verbose linkMans user-home@1.1.1
70967 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/user-home is being purged
70968 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/user-home
70969 silly build util-deprecate@1.0.2
70970 info linkStuff util-deprecate@1.0.2
70971 silly linkStuff util-deprecate@1.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70972 verbose linkBins util-deprecate@1.0.2
70973 verbose linkMans util-deprecate@1.0.2
70974 silly build readable-stream@2.0.6
70975 info linkStuff readable-stream@2.0.6
70976 silly linkStuff readable-stream@2.0.6 has /Users/dailenspencer/Projects/Herena/node_modules/concat-stream/node_modules as its parent node_modules
70977 verbose linkBins readable-stream@2.0.6
70978 verbose linkMans readable-stream@2.0.6
70979 silly build concat-stream@1.5.2
70980 info linkStuff concat-stream@1.5.2
70981 silly linkStuff concat-stream@1.5.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70982 verbose linkBins concat-stream@1.5.2
70983 verbose linkMans concat-stream@1.5.2
70984 silly build readable-stream@2.2.2
70985 info linkStuff readable-stream@2.2.2
70986 silly linkStuff readable-stream@2.2.2 has /Users/dailenspencer/Projects/Herena/node_modules/duplexify/node_modules as its parent node_modules
70987 verbose linkBins readable-stream@2.2.2
70988 verbose linkMans readable-stream@2.2.2
70989 silly build readable-stream@2.2.2
70990 info linkStuff readable-stream@2.2.2
70991 silly linkStuff readable-stream@2.2.2 has /Users/dailenspencer/Projects/Herena/node_modules/memory-fs/node_modules as its parent node_modules
70992 verbose linkBins readable-stream@2.2.2
70993 verbose linkMans readable-stream@2.2.2
70994 silly build memory-fs@0.3.0
70995 info linkStuff memory-fs@0.3.0
70996 silly linkStuff memory-fs@0.3.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
70997 verbose linkBins memory-fs@0.3.0
70998 verbose linkMans memory-fs@0.3.0
70999 silly build readable-stream@2.2.2
71000 info linkStuff readable-stream@2.2.2
71001 silly linkStuff readable-stream@2.2.2 has /Users/dailenspencer/Projects/Herena/node_modules/read-all-stream/node_modules as its parent node_modules
71002 verbose linkBins readable-stream@2.2.2
71003 verbose linkMans readable-stream@2.2.2
71004 silly build read-all-stream@3.1.0
71005 info linkStuff read-all-stream@3.1.0
71006 silly linkStuff read-all-stream@3.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71007 verbose linkBins read-all-stream@3.1.0
71008 verbose linkMans read-all-stream@3.1.0
71009 silly build readable-stream@2.2.2
71010 info linkStuff readable-stream@2.2.2
71011 silly linkStuff readable-stream@2.2.2 has /Users/dailenspencer/Projects/Herena/node_modules/readdirp/node_modules as its parent node_modules
71012 verbose linkBins readable-stream@2.2.2
71013 verbose linkMans readable-stream@2.2.2
71014 silly build readdirp@2.1.0
71015 info linkStuff readdirp@2.1.0
71016 silly linkStuff readdirp@2.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71017 verbose linkBins readdirp@2.1.0
71018 verbose linkMans readdirp@2.1.0
71019 silly build chokidar@1.6.1
71020 info linkStuff chokidar@1.6.1
71021 silly linkStuff chokidar@1.6.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71022 verbose linkBins chokidar@1.6.1
71023 verbose linkMans chokidar@1.6.1
71024 silly build inherits@2.0.1
71025 info linkStuff inherits@2.0.1
71026 silly linkStuff inherits@2.0.1 has /Users/dailenspencer/Projects/Herena/node_modules/util/node_modules as its parent node_modules
71027 verbose linkBins inherits@2.0.1
71028 verbose linkMans inherits@2.0.1
71029 silly build util@0.10.3
71030 info linkStuff util@0.10.3
71031 silly linkStuff util@0.10.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71032 verbose linkBins util@0.10.3
71033 verbose linkMans util@0.10.3
71034 silly build assert@1.4.1
71035 info linkStuff assert@1.4.1
71036 silly linkStuff assert@1.4.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71037 verbose linkBins assert@1.4.1
71038 verbose linkMans assert@1.4.1
71039 silly build utils-merge@1.0.0
71040 info linkStuff utils-merge@1.0.0
71041 silly linkStuff utils-merge@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71042 verbose linkBins utils-merge@1.0.0
71043 verbose linkMans utils-merge@1.0.0
71044 silly build uuid@2.0.3
71045 info linkStuff uuid@2.0.3
71046 silly linkStuff uuid@2.0.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71047 verbose linkBins uuid@2.0.3
71048 verbose linkMans uuid@2.0.3
71049 silly build v8flags@2.0.11
71050 info linkStuff v8flags@2.0.11
71051 silly linkStuff v8flags@2.0.11 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71052 verbose linkBins v8flags@2.0.11
71053 verbose linkMans v8flags@2.0.11
71054 silly build validate-npm-package-license@3.0.1
71055 info linkStuff validate-npm-package-license@3.0.1
71056 silly linkStuff validate-npm-package-license@3.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71057 verbose linkBins validate-npm-package-license@3.0.1
71058 verbose linkMans validate-npm-package-license@3.0.1
71059 silly build normalize-package-data@2.3.5
71060 info linkStuff normalize-package-data@2.3.5
71061 silly linkStuff normalize-package-data@2.3.5 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71062 verbose linkBins normalize-package-data@2.3.5
71063 verbose linkMans normalize-package-data@2.3.5
71064 silly build read-pkg@1.1.0
71065 info linkStuff read-pkg@1.1.0
71066 silly linkStuff read-pkg@1.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71067 verbose linkBins read-pkg@1.1.0
71068 verbose linkMans read-pkg@1.1.0
71069 silly build read-pkg-up@1.0.1
71070 info linkStuff read-pkg-up@1.0.1
71071 silly linkStuff read-pkg-up@1.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71072 verbose linkBins read-pkg-up@1.0.1
71073 verbose linkMans read-pkg-up@1.0.1
71074 silly build vary@1.1.0
71075 info linkStuff vary@1.1.0
71076 silly linkStuff vary@1.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71077 verbose linkBins vary@1.1.0
71078 verbose linkMans vary@1.1.0
71079 silly build vendors@1.0.1
71080 info linkStuff vendors@1.0.1
71081 silly linkStuff vendors@1.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71082 verbose linkBins vendors@1.0.1
71083 verbose linkMans vendors@1.0.1
71084 silly build postcss-merge-rules@2.0.10
71085 info linkStuff postcss-merge-rules@2.0.10
71086 silly linkStuff postcss-merge-rules@2.0.10 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71087 verbose linkBins postcss-merge-rules@2.0.10
71088 verbose linkMans postcss-merge-rules@2.0.10
71089 silly build vm-browserify@0.0.4
71090 info linkStuff vm-browserify@0.0.4
71091 silly linkStuff vm-browserify@0.0.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71092 verbose linkBins vm-browserify@0.0.4
71093 verbose linkMans vm-browserify@0.0.4
71094 silly build node-libs-browser@0.6.0
71095 info linkStuff node-libs-browser@0.6.0
71096 silly linkStuff node-libs-browser@0.6.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71097 verbose linkBins node-libs-browser@0.6.0
71098 verbose linkMans node-libs-browser@0.6.0
71099 silly build warning@3.0.0
71100 info linkStuff warning@3.0.0
71101 silly linkStuff warning@3.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71102 verbose linkBins warning@3.0.0
71103 verbose linkMans warning@3.0.0
71104 silly build react-event-listener@0.4.0
71105 info linkStuff react-event-listener@0.4.0
71106 silly linkStuff react-event-listener@0.4.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71107 verbose linkBins react-event-listener@0.4.0
71108 verbose linkMans react-event-listener@0.4.0
71109 silly build async@0.9.2
71110 info linkStuff async@0.9.2
71111 silly linkStuff async@0.9.2 has /Users/dailenspencer/Projects/Herena/node_modules/watchpack/node_modules as its parent node_modules
71112 verbose linkBins async@0.9.2
71113 verbose linkMans async@0.9.2
71114 silly build watchpack@0.2.9
71115 info linkStuff watchpack@0.2.9
71116 silly linkStuff watchpack@0.2.9 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71117 verbose linkBins watchpack@0.2.9
71118 verbose linkMans watchpack@0.2.9
71119 silly build source-map@0.4.4
71120 info linkStuff source-map@0.4.4
71121 silly linkStuff source-map@0.4.4 has /Users/dailenspencer/Projects/Herena/node_modules/webpack-core/node_modules as its parent node_modules
71122 verbose linkBins source-map@0.4.4
71123 verbose linkMans source-map@0.4.4
71124 silly build webpack-core@0.6.8
71125 info linkStuff webpack-core@0.6.8
71126 silly linkStuff webpack-core@0.6.8 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71127 verbose linkBins webpack-core@0.6.8
71128 verbose linkMans webpack-core@0.6.8
71129 silly build camelcase@3.0.0
71130 info linkStuff camelcase@3.0.0
71131 silly linkStuff camelcase@3.0.0 has /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules as its parent node_modules
71132 verbose linkBins camelcase@3.0.0
71133 verbose linkMans camelcase@3.0.0
71134 silly build lodash@4.11.1
71135 info linkStuff lodash@4.11.1
71136 silly linkStuff lodash@4.11.1 has /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules as its parent node_modules
71137 verbose linkBins lodash@4.11.1
71138 verbose linkMans lodash@4.11.1
71139 silly build lodash.assign@4.2.0
71140 info linkStuff lodash.assign@4.2.0
71141 silly linkStuff lodash.assign@4.2.0 has /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules as its parent node_modules
71142 verbose linkBins lodash.assign@4.2.0
71143 verbose linkMans lodash.assign@4.2.0
71144 silly build window-size@0.2.0
71145 info linkStuff window-size@0.2.0
71146 silly linkStuff window-size@0.2.0 has /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules as its parent node_modules
71147 verbose linkBins window-size@0.2.0
71148 verbose linkBins [ { 'window-size': 'cli.js' },
71148 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules/.bin',
71148 verbose linkBins   false ]
71149 verbose linkMans window-size@0.2.0
71150 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules/.bin/window-size is being purged
71151 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules/.bin/window-size
71152 silly build supports-color@3.1.2
71153 info linkStuff supports-color@3.1.2
71154 silly linkStuff supports-color@3.1.2 has /Users/dailenspencer/Projects/Herena/node_modules/webpack/node_modules as its parent node_modules
71155 verbose linkBins supports-color@3.1.2
71156 verbose linkMans supports-color@3.1.2
71157 silly build whatwg-fetch@2.0.1
71158 info linkStuff whatwg-fetch@2.0.1
71159 silly linkStuff whatwg-fetch@2.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71160 verbose linkBins whatwg-fetch@2.0.1
71161 verbose linkMans whatwg-fetch@2.0.1
71162 silly build isomorphic-fetch@2.2.1
71163 info linkStuff isomorphic-fetch@2.2.1
71164 silly linkStuff isomorphic-fetch@2.2.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71165 verbose linkBins isomorphic-fetch@2.2.1
71166 verbose linkMans isomorphic-fetch@2.2.1
71167 silly build fbjs@0.8.6
71168 info linkStuff fbjs@0.8.6
71169 silly linkStuff fbjs@0.8.6 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71170 verbose linkBins fbjs@0.8.6
71171 verbose linkMans fbjs@0.8.6
71172 silly build recompose@0.20.2
71173 info linkStuff recompose@0.20.2
71174 silly linkStuff recompose@0.20.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71175 verbose linkBins recompose@0.20.2
71176 verbose linkMans recompose@0.20.2
71177 silly build whet.extend@0.9.9
71178 info linkStuff whet.extend@0.9.9
71179 silly linkStuff whet.extend@0.9.9 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71180 verbose linkBins whet.extend@0.9.9
71181 verbose linkMans whet.extend@0.9.9
71182 silly build svgo@0.7.1
71183 info linkStuff svgo@0.7.1
71184 silly linkStuff svgo@0.7.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71185 verbose linkBins svgo@0.7.1
71186 verbose linkBins [ { svgo: './bin/svgo' },
71186 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71186 verbose linkBins   false ]
71187 verbose linkMans svgo@0.7.1
71188 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/svgo is being purged
71189 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/svgo
71190 silly build postcss-svgo@2.1.5
71191 info linkStuff postcss-svgo@2.1.5
71192 silly linkStuff postcss-svgo@2.1.5 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71193 verbose linkBins postcss-svgo@2.1.5
71194 verbose linkMans postcss-svgo@2.1.5
71195 silly build cssnano@3.8.1
71196 info linkStuff cssnano@3.8.1
71197 silly linkStuff cssnano@3.8.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71198 verbose linkBins cssnano@3.8.1
71199 verbose linkMans cssnano@3.8.1
71200 silly build which@1.2.12
71201 info linkStuff which@1.2.12
71202 silly linkStuff which@1.2.12 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71203 verbose linkBins which@1.2.12
71204 verbose linkBins [ { which: './bin/which' },
71204 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
71204 verbose linkBins   false ]
71205 verbose linkMans which@1.2.12
71206 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/which is being purged
71207 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/which
71208 silly build global-prefix@0.1.5
71209 info linkStuff global-prefix@0.1.5
71210 silly linkStuff global-prefix@0.1.5 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71211 verbose linkBins global-prefix@0.1.5
71212 verbose linkMans global-prefix@0.1.5
71213 silly build global-modules@0.2.3
71214 info linkStuff global-modules@0.2.3
71215 silly linkStuff global-modules@0.2.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71216 verbose linkBins global-modules@0.2.3
71217 verbose linkMans global-modules@0.2.3
71218 silly build resolve-dir@0.1.1
71219 info linkStuff resolve-dir@0.1.1
71220 silly linkStuff resolve-dir@0.1.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71221 verbose linkBins resolve-dir@0.1.1
71222 verbose linkMans resolve-dir@0.1.1
71223 silly build findup-sync@0.4.2
71224 info linkStuff findup-sync@0.4.2
71225 silly linkStuff findup-sync@0.4.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71226 verbose linkBins findup-sync@0.4.2
71227 verbose linkMans findup-sync@0.4.2
71228 silly build find-node-modules@1.0.4
71229 info linkStuff find-node-modules@1.0.4
71230 silly linkStuff find-node-modules@1.0.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71231 verbose linkBins find-node-modules@1.0.4
71232 verbose linkMans find-node-modules@1.0.4
71233 silly build window-size@0.1.0
71234 info linkStuff window-size@0.1.0
71235 silly linkStuff window-size@0.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71236 verbose linkBins window-size@0.1.0
71237 verbose linkMans window-size@0.1.0
71238 silly build wordwrap@0.0.3
71239 info linkStuff wordwrap@0.0.3
71240 silly linkStuff wordwrap@0.0.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71241 verbose linkBins wordwrap@0.0.3
71242 verbose linkMans wordwrap@0.0.3
71243 silly build optimist@0.6.1
71244 info linkStuff optimist@0.6.1
71245 silly linkStuff optimist@0.6.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71246 verbose linkBins optimist@0.6.1
71247 verbose linkMans optimist@0.6.1
71248 silly build wrap-ansi@2.1.0
71249 info linkStuff wrap-ansi@2.1.0
71250 silly linkStuff wrap-ansi@2.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71251 verbose linkBins wrap-ansi@2.1.0
71252 verbose linkMans wrap-ansi@2.1.0
71253 silly build cliui@3.2.0
71254 info linkStuff cliui@3.2.0
71255 silly linkStuff cliui@3.2.0 has /Users/dailenspencer/Projects/Herena/node_modules/webpack-validator/node_modules as its parent node_modules
71256 verbose linkBins cliui@3.2.0
71257 verbose linkMans cliui@3.2.0
71258 silly build wrappy@1.0.2
71259 info linkStuff wrappy@1.0.2
71260 silly linkStuff wrappy@1.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71261 verbose linkBins wrappy@1.0.2
71262 verbose linkMans wrappy@1.0.2
71263 silly build once@1.3.3
71264 info linkStuff once@1.3.3
71265 silly linkStuff once@1.3.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71266 verbose linkBins once@1.3.3
71267 verbose linkMans once@1.3.3
71268 silly build end-of-stream@1.0.0
71269 info linkStuff end-of-stream@1.0.0
71270 silly linkStuff end-of-stream@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71271 verbose linkBins end-of-stream@1.0.0
71272 verbose linkMans end-of-stream@1.0.0
71273 silly build duplexify@3.5.0
71274 info linkStuff duplexify@3.5.0
71275 silly linkStuff duplexify@3.5.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
71276 verbose linkBins duplexify@3.5.0
71277 verbose linkMans duplexify@3.5.0
71278 silly build got@3.3.1
71279 info linkStuff got@3.3.1
